R.date,R.date.Nut,SITE,REPLICATE,SEASON,YEAR,S.date,BUSCAR,L.FW,L.DW,Ri.FW,Ri.DW,Ro.FW,Ro.DW,BG.FW,BG.DW,T.DW,AG.BG.FW,AG.BG.DW,dens.TOT,SDW,%N.L.DW,d15N.L.DW,%C.L.DW,d13C.L.DW,Bus.Nut,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Tair.degC.q2,T.d.min.q2,T.d.max.q2,Ed.mol_m2d.q2,siteB,EzSITE.mol_m2d.q2
11/01/2008,NA,CN3,A,WINTER,2008,24/01/2008,39458-CN3-A,139.25,22,143,31.25,149.5,27.25,292.5,58.5,80.5,0.476,0.376,250,0.557,2.69,3,36.64,-12.2,WINTER2008,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
11/01/2008,NA,CN3,B,WINTER,2008,24/01/2008,39458-CN3-B,175,31.75,211.5,48.25,197.25,33,408.75,81.25,113,0.428,0.391,450,0.389,NA,NA,NA,NA,WINTER2008,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
24/01/2008,NA,CN3,A,WINTER,2008,24/01/2008,39471-CN3-A,249.5,45.5,366.445,58,276,57.25,642.445,115.25,160.75,0.388,0.395,375,0.665,2.69,2.9,39.03,-12.8,WINTER2008,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
24/01/2008,NA,CN3,B,WINTER,2008,24/01/2008,39471-CN3-B,204.75,23,167.75,38.5,301.75,41.25,469.5,79.75,102.75,0.436,0.288,275,0.745,2.11,3.6,34.46,-11.2,WINTER2008,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
08/02/2008,NA,CN3,A,WINTER,2008,24/01/2008,39486-CN3-A,41.6825,6.1375,168.565,27.33,254.6425,35.18,423.2075,62.51,68.6475,0.098,0.098,175,0.238,2.5,3.6,34.02,-10,WINTER2008,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
08/02/2008,NA,CN3,B,WINTER,2008,24/01/2008,39486-CN3-B,164.25,31.75,753.31,164.5,822,142.5,1575.31,307,338.75,0.104,0.103,300,0.548,2.1,3.8,37.13,-11,WINTER2008,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
09/04/2008,NA,CN3,A,SPRING,2008,29/04/2008,39547-CN3-A,1232.75,160.25,709.75,149.75,968.5,143.5,1678.25,293.25,453.5,0.735,0.546,775,1.591,NA,NA,NA,NA,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
09/04/2008,NA,CN3,B,SPRING,2008,29/04/2008,39547-CN3-B,772.5,100,365,75,536.5,86.5,901.5,161.5,261.5,0.857,0.619,625,1.236,1.64,4.8,31.01,-12.8,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
21/04/2008,21/04/08,CN3,A,SPRING,2008,29/04/2008,39559-CN3-A,815,115.5,627.5,123.75,488.25,76.25,1115.75,200,315.5,0.73,0.578,625,1.304,2.44,3,37.4,-11.9,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
21/04/2008,21/04/08,CN3,B,SPRING,2008,29/04/2008,39559-CN3-B,424,58,311.25,62,517,80,828.25,142,200,0.512,0.408,500,0.848,2.4135404,4.7162558,33.0491918,-8.7971619,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
05/05/2008,NA,CN3,A,SPRING,2008,29/04/2008,39573-CN3-A,329.25,53.125,412.45,80.275,447.95,89.75,860.4,170.025,223.15,0.383,0.312,250,1.317,2.19,3.3,34.61,-8,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
05/05/2008,NA,CN3,B,SPRING,2008,29/04/2008,39573-CN3-B,1263.75,165.5,249.5,51,405,63.25,654.5,114.25,279.75,1.931,1.449,700,1.805,2.13,4.1,32.74,-11,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
04/07/2008,NA,CN3,A,SUMMER,2008,16/07/2008,39633-CN3-A,3407.5,417.5,1260,262.5,840,125,2100,387.5,805,1.623,1.077,900,3.786,NA,NA,NA,NA,SUMMER2008,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
04/07/2008,NA,CN3,B,SUMMER,2008,16/07/2008,39633-CN3-B,1792.5,250,377.5,85,397.5,65,775,150,400,2.313,1.667,375,4.78,NA,NA,NA,NA,SUMMER2008,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
18/07/2008,NA,CN3,A,SUMMER,2008,16/07/2008,39647-CN3-A,1789.955,213.4,658.98,139.6625,459.6225,69.0375,1118.6025,208.7,422.1,1.6,1.023,375,4.773,2.2,3.2,32.77,-9.2,SUMMER2008,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
18/07/2008,NA,CN3,B,SUMMER,2008,16/07/2008,39647-CN3-B,1922.5,227.07,565,117.76,510,66.9625,1075,184.7225,411.7925,1.788,1.229,425,4.524,2.49,3.3,37.45,-10.1,SUMMER2008,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
30/07/2008,30/07/08,CN3,A,SUMMER,2008,16/07/2008,39659-CN3-A,325,46.85,215,56,182.5,28,397.5,84,130.85,0.818,0.558,25,13,1.9640623,3.7069201,33.494788,-7.995095,SUMMER2008,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
30/07/2008,30/07/08,CN3,B,SUMMER,2008,16/07/2008,39659-CN3-B,785,118.25,487.5,130.175,895,150.25,1382.5,280.425,398.675,0.568,0.422,475,1.653,2.01,4.1,30.18,-9.4,SUMMER2008,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
15/10/2008,NA,CN3,A,FALL,2008,29/10/2008,39736-CN3-A,1108.025,148.545,342.125,85.72,545.5025,97.045,887.6275,182.765,331.31,1.248,0.813,400,2.77,NA,NA,NA,NA,FALL2008,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
15/10/2008,NA,CN3,B,FALL,2008,29/10/2008,39736-CN3-B,581.4925,76.5975,1014.655,277.435,835.7225,143.895,1850.3775,421.33,497.9275,0.314,0.182,475,1.224,NA,NA,NA,NA,FALL2008,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
29/10/2008,29/10/08,CN3,A,FALL,2008,29/10/2008,39750-CN3-A,509.975,67.335,257.545,69.6875,490.4825,95.135,748.0275,164.8225,232.1575,0.682,0.409,325,1.569,NA,NA,NA,NA,FALL2008,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
29/10/2008,29/10/08,CN3,B,FALL,2008,29/10/2008,39750-CN3-B,915.7225,110.5175,251.3775,50.1975,360.835,63.3975,612.2125,113.595,224.1125,1.496,0.973,375,2.442,2.2918378,2.3875965,33.0516621,-8.1812841,FALL2008,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
28/01/2009,28/01/09,CN3,A,WINTER,2009,10/02/2009,39841-CN3-A,172.11,25.29,179.845,38.1925,197.7875,33.885,377.6325,72.0775,97.3675,0.456,0.351,250,0.688,3.1005884,2.502976,40.4007849,-10.501497,WINTER2009,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
28/01/2009,28/01/09,CN3,B,WINTER,2009,10/02/2009,39841-CN3-B,212.0075,36.155,134.7775,20.735,173,31.565,307.7775,52.3,88.455,0.689,0.691,325,0.652,NA,NA,NA,NA,WINTER2009,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
10/02/2009,10/02/09,CN3,A,WINTER,2009,10/02/2009,39854-CN3-A,335.5375,56.6825,187.19,44.455,303.975,59.8,491.165,104.255,160.9375,0.683,0.544,375,0.895,2.9420182,3.4450747,36.3079141,-10.5045459,WINTER2009,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
10/02/2009,10/02/09,CN3,B,WINTER,2009,10/02/2009,39854-CN3-B,258.0175,41.8075,127.865,28.0075,361.075,59.1825,488.94,87.19,128.9975,0.528,0.479,400,0.645,2.4340649,6.1240222,34.620794,-10.4515324,WINTER2009,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
25/02/2009,25/02/09,CN3,A,WINTER,2009,10/02/2009,39869-CN3-A,128.6625,19.4325,207.28,44.09,302.8075,44.5575,510.0875,88.6475,108.08,0.252,0.219,275,0.468,2.8076174,1.7956765,32.9455449,-9.9426048,WINTER2009,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
25/02/2009,25/02/09,CN3,B,WINTER,2009,10/02/2009,39869-CN3-B,257.085,35.2825,196.32,43.1775,257.95,45.38,454.27,88.5575,123.84,0.566,0.398,225,1.143,2.70909,4.0661174,34.7746953,-8.9130201,WINTER2009,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
27/04/2009,27/04/09,CN3,A,SPRING,2009,09/05/2009,39930-CN3-A,773.7,97.5675,502.1425,102.52,718.11,104.035,1220.2525,206.555,304.1225,0.634,0.472,550,1.407,2.6026945,5.1103018,31.1491698,-7.5976854,SPRING2009,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
27/04/2009,27/04/09,CN3,B,SPRING,2009,09/05/2009,39930-CN3-B,1172.23,149.4175,588.8575,108.76,616.8425,82.725,1205.7,191.485,340.9025,0.972,0.78,600,1.954,NA,NA,NA,NA,SPRING2009,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
07/05/2009,07/05/09,CN3,A,SPRING,2009,09/05/2009,39940-CN3-A,392.665,31.38,181.775,30.42,0,0,181.775,30.42,61.8,2.16,1.032,300,1.309,NA,NA,NA,NA,SPRING2009,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
07/05/2009,07/05/09,CN3,B,SPRING,2009,09/05/2009,39940-CN3-B,707.72,78.185,264.0225,48.8825,394.27,54.72,658.2925,103.6025,181.7875,1.075,0.755,250,2.831,2.3710149,4.9770757,35.1539692,-9.1984756,SPRING2009,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
25/05/2009,25/05/09,CN3,A,SPRING,2009,09/05/2009,39958-CN3-A,1069.9675,154.23,84.6275,12.34,48.395,6.4375,133.0225,18.7775,173.0075,8.044,8.214,550,1.945,2.3719261,4.8198088,32.4851747,-7.5054296,SPRING2009,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
25/05/2009,25/05/09,CN3,B,SPRING,2009,09/05/2009,39958-CN3-B,871.23,136.285,335.49,72.9375,498.155,88.795,833.645,161.7325,298.0175,1.045,0.843,450,1.936,2.2219094,3.8062627,31.7776236,-6.670046,SPRING2009,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
26/06/2009,26/06/09,CN3,A,SUMMER,2009,08/07/2009,39990-CN3-A,1017.805,121.155,88.42,52.215,64.78,27.0725,153.2,79.2875,200.4425,6.644,1.528,525,1.939,2.4620368,3.2032794,39.7527199,-7.8245628,SUMMER2009,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.56871979,19.1793,26.298,63.24591261,38540-CN3,12.19826452
26/06/2009,26/06/09,CN3,B,SUMMER,2009,08/07/2009,39990-CN3-B,454.87,51.7,336.485,54.98,450.055,61.12,786.54,116.1,167.8,0.578,0.445,275,1.654,2.6012101,2.4588019,37.1124948,-7.670679,SUMMER2009,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.56871979,19.1793,26.298,63.24591261,38540-CN3,12.19826452
09/07/2009,09/07/09,CN3,A,SUMMER,2009,08/07/2009,40003-CN3-A,1733.7075,182.715,629.355,126.9575,426.935,64.19,1056.29,191.1475,373.8625,1.641,0.956,500,3.467,2.1660702,2.6514644,32.1938572,-7.9790404,SUMMER2009,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.56871979,19.1793,26.298,63.24591261,38540-CN3,12.19826452
09/07/2009,09/07/09,CN3,B,SUMMER,2009,08/07/2009,40003-CN3-B,1427.6275,181.6,427.0675,105.5625,652.8175,115.57,1079.885,221.1325,402.7325,1.322,0.821,475,3.006,1.867138,3.4186957,32.5245611,-8.0443948,SUMMER2009,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.56871979,19.1793,26.298,63.24591261,38540-CN3,12.19826452
22/07/2009,22/07/09,CN3,A,SUMMER,2009,08/07/2009,40016-CN3-A,2030,282.5,442.5,82.5,320,60,762.5,142.5,425,2.662,1.982,600,3.383,2.0246877,3.4504849,30.7242762,-8.1005302,SUMMER2009,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.56871979,19.1793,26.298,63.24591261,38540-CN3,12.19826452
22/07/2009,22/07/09,CN3,B,SUMMER,2009,08/07/2009,40016-CN3-B,916.6475,120.3575,515.8,104.5475,370.69,57.99,886.49,162.5375,282.895,1.034,0.74,475,1.93,1.9256333,2.3464612,29.7032559,-8.7951293,SUMMER2009,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.56871979,19.1793,26.298,63.24591261,38540-CN3,12.19826452
19/10/2009,19/10/09,CN3,A,FALL,2009,11/11/2009,40105-CN3-A,900.875,160.345,485.75,78.62,761.25,158.24,1247,236.86,397.205,0.722,0.677,1150,0.783,2.452868,3.135055,33.5773761,-9.3967789,FALL2009,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,20.92245,18.107,24.5565,33.2967169,38666-CN3,5.997287787
19/10/2009,19/10/09,CN3,B,FALL,2009,11/11/2009,40105-CN3-B,1058.655,187.5125,490.3225,125.9475,764.095,149.9925,1254.4175,275.94,463.4525,0.844,0.68,725,1.46,2.1250069,3.8885333,29.0368224,-8.9150527,FALL2009,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,20.92245,18.107,24.5565,33.2967169,38666-CN3,5.997287787
03/11/2009,03/11/09,CN3,A,FALL,2009,11/11/2009,40120-CN3-A,1087.685,257.17,465.4925,131.8175,832.4575,191.015,1297.95,322.8325,580.0025,0.838,0.797,575,1.892,2.378841,2.9424214,33.5206418,-9.4862133,FALL2009,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,20.92245,18.107,24.5565,33.2967169,38666-CN3,5.997287787
03/11/2009,03/11/09,CN3,B,FALL,2009,11/11/2009,40120-CN3-B,759.39,122.6075,456,59.2675,837.34,161.9975,1293.34,221.265,343.8725,0.587,0.554,425,1.787,2.1639449,3.5797042,32.26095,-8.4654982,FALL2009,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,20.92245,18.107,24.5565,33.2967169,38666-CN3,5.997287787
17/11/2009,17/11/09,CN3,A,FALL,2009,11/11/2009,40134-CN3-A,685.1725,78.115,399.4475,99.205,481.8925,85.405,881.34,184.61,262.725,0.777,0.423,325,2.108,2.4364552,3.2604675,34.1334,-8.6863852,FALL2009,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,20.92245,18.107,24.5565,33.2967169,38666-CN3,5.997287787
17/11/2009,17/11/09,CN3,B,FALL,2009,11/11/2009,40134-CN3-B,367.5,85,467.5,112.5,702.5,82.5,1170,195,280,0.314,0.436,300,1.225,2.312168,2.3946196,34.3920756,-8.0969312,FALL2009,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,20.92245,18.107,24.5565,33.2967169,38666-CN3,5.997287787
19/01/2010,19/01/10,CN3,A,WINTER,2010,10/02/2010,40197-CN3-A,926.8675,149.415,508.7625,111.6675,998.535,202.495,1507.2975,314.1625,463.5775,0.615,0.476,775,1.196,2.6012809,4.9249873,29.9133793,-9.1082474,WINTER2010,5.737,1.4345,24.5965,0.042,5.737,1.4345,24.5965,0.042,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
19/01/2010,19/01/10,CN3,B,WINTER,2010,10/02/2010,40197-CN3-B,286.875,34.9525,299.31,58.3925,485.93,71.9125,785.24,130.305,165.2575,0.365,0.268,400,0.717,NA,NA,NA,NA,WINTER2010,5.737,1.4345,24.5965,0.042,5.737,1.4345,24.5965,0.042,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
04/03/2010,04/03/10,CN3,A,WINTER,2010,10/02/2010,40241-CN3-A,233,27.645,298.5,48.65,400.5,55.5225,699,104.1725,131.8175,0.333,0.265,500,0.466,2.9973694,3.1639987,35.8956704,-9.9426048,WINTER2010,5.737,1.4345,24.5965,0.042,5.737,1.4345,24.5965,0.042,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
04/03/2010,04/03/10,CN3,B,WINTER,2010,10/02/2010,40241-CN3-B,345.25,39.6175,551,93.7925,285.75,36.025,836.75,129.8175,169.435,0.413,0.305,525,0.658,NA,NA,NA,NA,WINTER2010,5.737,1.4345,24.5965,0.042,5.737,1.4345,24.5965,0.042,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
15/04/2010,15/04/10,CN3,A,SPRING,2010,30/04/2010,40283-CN3-A,709.6275,89.355,612.2675,98.46,492.105,68.8475,1104.3725,167.3075,256.6625,0.643,0.534,500,1.419,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
15/04/2010,15/04/10,CN3,B,SPRING,2010,30/04/2010,40283-CN3-B,830.115,105.41,1038.4975,188.215,504.65,66.71,1543.1475,254.925,360.335,0.538,0.413,450,1.845,2.1379081,8.9618383,26.9547972,-8.4300152,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
28/04/2010,28/04/10,CN3,A,SPRING,2010,30/04/2010,40296-CN3-A,187.7225,43.9375,546.505,120.515,476.8025,96.9,1023.3075,217.415,261.3525,0.183,0.202,225,0.834,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
28/04/2010,28/04/10,CN3,B,SPRING,2010,30/04/2010,40296-CN3-B,726.8525,124.6575,705.825,132.5275,597.9025,88.1775,1303.7275,220.705,345.3625,0.558,0.565,475,1.53,2.2259448,5.6944733,30.1376413,-9.718946,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
14/05/2010,14/05/10,CN3,A,SPRING,2010,30/04/2010,40312-CN3-A,648.935,81.0475,457.865,75.9375,436.8275,55.5475,894.6925,131.485,212.5325,0.725,0.616,275,2.36,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
14/05/2010,14/05/10,CN3,B,SPRING,2010,30/04/2010,40312-CN3-B,1061.5025,125.815,440.01,62.21,387.9725,45.3375,827.9825,107.5475,233.3625,1.282,1.17,500,2.123,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
28/06/2010,NA,CN3,A,SUMMER,2010,13/07/2010,40357-CN3-A,761.5,102.2375,827.5,162.9225,566.75,90.59,1394.25,253.5125,355.75,0.546,0.403,475,1.603,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN3,12.72956766
28/06/2010,NA,CN3,B,SUMMER,2010,13/07/2010,40357-CN3-B,993,139.64,1473.75,323.565,632,99.15,2105.75,422.715,562.355,0.472,0.33,625,1.589,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN3,12.72956766
14/07/2010,NA,CN3,A,SUMMER,2010,13/07/2010,40373-CN3-A,1246,139.3075,269.25,60.9125,238.5,42.6075,507.75,103.52,242.8275,2.454,1.346,400,3.115,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN3,12.72956766
14/07/2010,NA,CN3,B,SUMMER,2010,13/07/2010,40373-CN3-B,3349.5,401.345,842,189.4125,772.25,110.07,1614.25,299.4825,700.8275,2.075,1.34,525,6.38,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN3,12.72956766
28/07/2010,NA,CN3,A,SUMMER,2010,13/07/2010,40387-CN3-A,1507.75,184.775,1051.75,220.0525,557.75,82.9725,1609.5,303.025,487.8,0.937,0.61,425,3.548,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN3,12.72956766
28/07/2010,NA,CN3,B,SUMMER,2010,13/07/2010,40387-CN3-B,1831.75,279.14,913,222.325,791.5,112.3875,1704.5,334.7125,613.8525,1.075,0.834,575,3.186,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN3,12.72956766
08/10/2010,NA,CN3,A,FALL,2010,24/10/2010,40459-CN3-A,1160.75,185.61,466,120.9775,480,82.0975,946,203.075,388.685,1.227,0.914,225,5.159,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
08/10/2010,NA,CN3,B,FALL,2010,24/10/2010,40459-CN3-B,1229.5,162.31,342.5,93.26,424,78.125,766.5,171.385,333.695,1.604,0.947,575,2.138,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
22/10/2010,NA,CN3,A,FALL,2010,24/10/2010,40473-CN3-A,524.9825,74.0475,810.485,198.4825,601.23,94.255,1411.715,292.7375,366.785,0.372,0.253,350,1.5,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
22/10/2010,NA,CN3,B,FALL,2010,24/10/2010,40473-CN3-B,651.595,85.9575,551.81,134.0825,471.9175,74.96,1023.7275,209.0425,295,0.636,0.411,275,2.369,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
08/11/2010,NA,CN3,A,FALL,2010,24/10/2010,40490-CN3-A,1107.65,152.5375,915.525,256.2225,982.2,145.7075,1897.725,401.93,554.4675,0.584,0.38,375,2.954,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
08/11/2010,NA,CN3,B,FALL,2010,24/10/2010,40490-CN3-B,686.64,112.93,484.4575,122.265,420.3,69.4,904.7575,191.665,304.595,0.759,0.589,200,3.433,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
21/01/2011,NA,CN3,A,WINTER,2011,04/02/2011,40564-CN3-A,323.66,42.4025,560.825,130.245,514.385,88.31,1075.21,218.555,260.9575,0.301,0.194,575,0.563,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN3,3.677733639
21/01/2011,NA,CN3,B,WINTER,2011,04/02/2011,40564-CN3-B,560.295,75.325,641.315,119.5225,625.0375,107.275,1266.3525,226.7975,302.1225,0.442,0.332,625,0.896,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN3,3.677733639
04/02/2011,NA,CN3,A,WINTER,2011,04/02/2011,40578-CN3-A,126.75,19.2,285,33.025,240.4,57.38606132,525.4,90.41106132,109.6110613,0.241,0.212,150,0.845,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN3,3.677733639
04/02/2011,NA,CN3,B,WINTER,2011,04/02/2011,40578-CN3-B,476.975,70.425,332.75,58.85,604.65,93.5,937.4,152.35,222.775,0.509,0.462,700,0.681,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN3,3.677733639
18/02/2011,NA,CN3,A,WINTER,2011,04/02/2011,40592-CN3-A,481.9975,71.785,394.975,84.225,431.825,73,826.8,157.225,229.01,0.583,0.457,500,0.964,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN3,3.677733639
18/02/2011,NA,CN3,B,WINTER,2011,04/02/2011,40592-CN3-B,626.855,91.82,381.6,77.7,552.2,86.325,933.8,164.025,255.845,0.671,0.56,825,0.76,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN3,3.677733639
